"TITOLO","EPISODIO","DATA","TIPO","LIKE","COMMENTI","CONDIVISIONI","VISUALIZZAZIONI (per i video)","ASHTAG"
"Serie 1",,01/09/15,"FOTO",2100,74,103,,"#TGIT #HowDoYouTGIT"
"Serie 1",,01/09/15,"FOTO",156000,3289,6426,,"#GreysAnatomy"
"Serie 1",,02/09/15,"VIDEO",39000,929,2790,,"#TGIT #GreysAnatomy"
"Serie 1",,03/09/15,"FOTO",162000,4548,5862,,"#TGIT #GreysAnatomy"
"Serie 1",,04/09/15,"FOTO",78000,819,1075,,"#TGIT #GreysAnatomy"
"Serie 1",,05/09/15,"FOTO",12000,384,795,,"#TGIT #GreysAnatomy"
"Serie 1",,06/09/15,"FOTO",61000,280,372,,"#TGIT #GreysAnatomy"
"Serie 1",,07/09/15,"FOTO",37000,647,2663,,"#TGIT"
"Serie 1",,07/09/15,"FOTO",77000,954,1586,,"#GreysAnatomy"
"Serie 1",,08/09/15,"VIDEO",7300,136,266,262000,"#TGIT #GreysAnatomy"
"Serie 1",,09/09/15,"FOTO",77000,935,1171,,"#GreysAnatomy"
"Serie 1",,09/09/15,"VIDEO",22000,458,1870,680000,"#TGIT #HowDoYouTGIT #GreysAnatomy"
"Serie 1",,10/09/15,"FOTO",129000,4543,15303,,"#TGIT #GreysAnatomy"
"Serie 1",,10/09/15,"FOTO",64000,338,637,,"#GreysAnatomy"
"Serie 1",,11/09/15,"VIDEO",7000,261,464,331000,"#TGIT #HowDoYouTGIT"
"Serie 1",,12/09/15,"FOTO",13000,119,462,,"#TGIT #HowDoYouTGIT"
"Serie 1",,15/09/15,"FOTO",35000,313,444,,"#HowDoYouTGIT #GreysAnatomy"
"Serie 1",,16/09/15,"FOTO",157000,1560,3672,,"#GreysAnatomy #GreysAnatomy250"
"Serie 1",,16/09/15,"FOTO",59000,1700,3790,,"#TGIT #GreysAnatomy"
"Serie 1",,17/09/15,"FOTO",101000,739,1125,,"#HowDoYouTGIT #GreysAnatomy"
"Serie 1",,17/09/15,"VIDEO",130000,11244,36462,3900000,"#TGIT #GreysAnatomy"
"Serie 1",,17/09/15,"LINK",7500,42,78,," #GreysAnatomy #TGIT"
"Serie 1",,17/09/15,"FOTO",91000,1822,7121,," #GreysAnatomy #TGIT"
"Serie 1",,17/09/15,"LINK",14000,180,191,,"#GreysAnatomy"
"Serie 1",,17/09/15,"VIDEO",6800,363,719,,"#TGIT #GreysAnatomy"
"Serie 1",,18/09/15,"TESTO",37000,557,7053,,"#MeredithMotivation #GreysAnatomy"
"Serie 1",,18/09/15,"FOTO",2900,78,220,,"#TGIT #GreysAnatomy"
"Serie 1",,18/09/15,"TESTO",43000,798,5681,,"#MeredithMotivation #GreysAnatomy"
"Serie 1",,19/09/15,"VIDEO",21000,434,796,451000,"#TGIT #GreysAnatomy"
"Serie 1",,19/09/15,"TESTO",24000,281,3087,,"#MeredithMotivation #GreysAnatomy #TGIT"
"Serie 1",,20/09/15,"TESTO",32000,476,5860,,"#MeredithMotivation #GreysAnatomy"
"Serie 1",,20/09/15,"FOTO",4400,36,173,,"#GreysAnatomy #TGIT"
"Serie 1",,20/09/15,"LINK",9100,527,901,," #GreysAnatomy #TGIT"
"Serie 1",,21/09/15,"FOTO",51000,357,201,,"#GreysAnatomy"
"Serie 1",,21/09/15,"TESTO",28000,331,3474,,"#MeredithMotivation #GreysAnatomy"
"Serie 1",,22/09/15,"VIDEO",13000,183,852,251000,"#TGIT #GreysAnatomy #Scandal #HTGAWM"
"Serie 1",,22/09/15,"FOTO",106000,3033,16294,,"#GreysAnatomy"
"Serie 1",,22/09/15,"TESTO",50000,762,8637,,"#MeredithMotivation #GreysAnatomy"
"Serie 1",,22/09/15,"FOTO",117000,1261,2905,,"#GreysAnatomy"
"Serie 1",,23/09/15,"VIDEO",19000,430,1799,394000,"#GreysAnatomy"
"Serie 1",,23/09/15,"LINK",16000,336,768,,"#GreysAnatomy"
"Serie 1",,23/09/15,"FOTO",42000,804,4384,,"#GreysAnatomy"
"Serie 1",,23/09/15,"LINK",16000,388,891,,"#GreysAnatomy"
"Serie 1","1x12",24/09/15,"FOTO",4300,85,123,,"#TGIT #GreysAnatomy"
"Serie 1",,24/09/15,"VIDEO",14000,507,949,610000,"#TGIT #GreysAnatomy"
"Serie 1",,24/09/15,"VIDEO",73000,2501,14234,1300000,"#TGIT #GreysAnatomy"
"Serie 1",,24/09/15,"FOTO",52000,1355,9638,,"#TGIT #GreysAnatomy"
"Serie 1",,24/09/15,"TESTO",14000,232,708,,"#TGIT #GreysAnatomy"
"Serie 1",,25/09/15,"VIDEO",16000,599,1569,632000,"#TGIT #GreysAnatomy"
"Serie 1",,25/09/15,"LINK",4500,176,,,"#TGIT #GreysAnatomy"
"Serie 1",,25/09/15,"TESTO",17000,507,959,,"#TGIT #GreysAnatomy"
"Serie 1",,25/09/15,"FOTO",63000,524,1348,,"#GreysAnatomy"
"Serie 1",,25/09/15,"FOTO",25000,600,736,,"#GreysAnatomy #TGIT #KellyMcCreary"
"Serie 1",,25/09/15,"TESTO",6800,252,162,,"#GreysAnatomy #TGIT #TearsOfGreys"
"Serie 1",,25/09/15,"FOTO",5100,189,97,," #GreysAnatomy #TGIT"
"Serie 1",,25/09/15,"FOTO",20000,172,186,,"#TearsOfGreys #GreysAnatomy"
"Serie 1",,25/09/15,"VIDEO",12000,177,447,418000,"#GreysAnatomy"
"Serie 1",,25/09/15,"FOTO",41000,767,407,,"#GreysAnatomy"
"Serie 1",,25/09/15,"VIDEO",68000,1283,2733,1300000,"#GreysAnatomy"
"Serie 1",,26/09/15,"VIDEO",18000,438,887,468000,"#GreysAnatomy"
"Serie 1",,26/09/15,"FOTO",28000,245,973,,"#GreysAnatomy"
"Serie 1",,27/09/15,"VIDEO",9100,587,570,832000,
"Serie 1",,27/09/15,"VIDEO",10000,208,307,494000,"#TGIT #GreysAnatomy"
"Serie 1",,28/09/15,"VIDEO",28000,308,700,733000,"#GreysAnatomy"
"Serie 1",,28/09/15,"FOTO",39000,1186,857,,"#MondayMotivation #GreysAnatomy"
"Serie 1",,29/09/15,"FOTO",125000,1093,320,,"#GreysAnatomy"
"Serie 1",,29/09/15,"LINK",19000,878,1211,,"#GreysAnatomy"
"Serie 1",,30/09/15,"FOTO",17000,135,219,,"#GreysAnatomy"
"Serie 1",,30/09/15,"LINK",8300,42,137,,"#GreysAnatomy"
"Serie 1",,30/09/15,"VIDEO",19000,742,1018,926000,"#GreysAnatomy"
"Serie 1","2x12",01/10/15,"VIDEO",25000,387,1275,699000,"#GreysAnatomy"
"Serie 1",,01/10/15,"FOTO",43000,401,1000,,"#TGIT #GreysAnatomy"
"Serie 1",,01/10/15,"VIDEO",8500,157,347,325000,"#GreysAnatomy"
"Serie 1",,02/10/15,"FOTO",185000,1837,705,,"#GreysAnatomy"
"Serie 1",,02/10/15,"TESTO",7600,82,614,,"#GreysAnatomy"
"Serie 1",,02/10/15,"FOTO",61000,503,680,,"#GreysAnatomy"
"Serie 1",,02/10/15,"VIDEO",25000,171,360,906000,"#GreysAnatomy"
"Serie 1",,02/10/15,"FOTO",31000,376,306,,"#GreysAnatomy"
"Serie 1",,02/10/15,"FOTO",62000,506,442,,
"Serie 1",,02/10/15,"FOTO",37000,317,461,,"#LikeABoss #GreysAnatomy"
"Serie 1",,02/10/15,"VIDEO",18000,311,699,446000,"#GreysAnatomy"
"Serie 1",,03/10/15,"VIDEO",20000,1268,1165,626000,"#GreysAnatomy"
"Serie 1",,03/10/15,"FOTO",49000,208,2549,,"#GreysAnatomy"
"Serie 1",,04/10/15,"VIDEO",12000,175,586,331000,"#GreysAnatomy"
"Serie 1",,05/10/15,"LINK",7600,192,186,,"#GreysAnatomy"
"Serie 1",,05/10/15,"VIDEO",4400,57,126,151000,"#GreysAnatomy"
"Serie 1",,05/10/15,"VIDEO",13000,818,703,722000,"#GreysAnatomy"
"Serie 1",,06/10/15,"VIDEO",17000,1438,1151,969000,"#GreysAnatomy"
"Serie 1",,07/10/15,"FOTO",34000,732,839,,"#GreysAnatomy"
"Serie 1",,08/10/15,"VIDEO",25000,1197,2091,1000000,"#TGIT #GreysAnatomy"
"Serie 1",,08/10/15,"FOTO",13000,70,253,,"#GreysAnatomy"
"Serie 1","3x12",09/10/15,"TESTO",4500,48,155,,"#TGIT #GreysAnatomy"
"Serie 1",,09/10/15,"FOTO",12000,72,152,,"#GreysAnatomy"
"Serie 1",,09/10/15,"FOTO",18000,116,222,,"#GreysSisterhood #GreysAnatomy"
"Serie 1",,09/10/15,"FOTO",10000,136,214,,"#GreysAnatomy"
"Serie 1",,09/10/15,"FOTO",14000,247,202,,"#TearsOfGreys #GreysAnatomy"
"Serie 1",,09/10/15,"TESTO",10000,262,52,,"#GreysAnatomy"
"Serie 1",,09/10/15,"VIDEO",19000,297,339,764000,"#GreysSisterhood #GreysAnatomy"
"Serie 1",,09/10/15,"FOTO",43000,568,335,,"#GreysAnatomy"
"Serie 1",,09/10/15,"FOTO",15000,118,126,,"#GreysAnatomy"
"Serie 1",,09/10/15,"VIDEO",19000,650,402,576000,"#GreysAnatomy"
"Serie 1",,10/10/15,"VIDEO",608000,881,760,608000,"#GreysAnatomy"
"Serie 1",,10/10/15,"FOTO",156000,996,6096,,"#GreysAnatomy"
"Serie 1",,11/10/15,"VIDEO",9500,217,369,471000,"#GreysAnatomy"
"Serie 1",,12/10/15,"VIDEO",24000,321,715,1200000,"#GreysAnatomy"
"Serie 1",,12/10/15,"LINK",6000,78,97,,"#GreysAnatomy"
"Serie 1",,13/10/15,"LINK",7900,100,89,,"#GreysAnatomy"
"Serie 1",,13/10/15,"VIDEO",24000,672,1084,1300000,"#GreysAnatomy"
"Serie 1","4x12",14/10/15,"FOTO",22000,120,189,,"#GreysAnatomy"
"Serie 1",,14/10/15,"VIDEO",16000,739,451,887000,"#GreysAnatomy"
"Serie 1",,15/10/15,"VIDEO",12000,439,360,514000,"#GreysAnatomy"
"Serie 1",,16/10/15,"TESTO",15000,108,223,,"#GreysAnatomy"
"Serie 1",,16/10/15,"FOTO",8800,225,158,,"#GreysAnatomy"
"Serie 1",,16/10/15,"FOTO",26000,239,251,,"#GreysAnatomy"
"Serie 1",,16/10/15,"FOTO",31000,488,875,,"#TearsOfGrey #GreysAnatomy"
"Serie 1",,16/10/15,"FOTO",30000,363,492,,"#GreysAnatomy"
"Serie 1",,16/10/15,"FOTO",8400,145,175,,"#GreysAnatomy"
"Serie 1",,16/10/15,"FOTO",12000,126,331,,"#GreysAnatomy"
"Serie 1",,16/10/15,"FOTO",11000,136,139,,"#GreysAnatomy"
"Serie 1",,16/10/15,"VIDEO",17000,1308,1507,769000,"#TGIT #GreysAnatomy"
"Serie 1",,16/10/15,"VIDEO",23000,1410,1551,888000,"#GreysAnatomy"
"Serie 1",,17/10/15,"FOTO",123000,1395,677,,"#GreysAnatomy"
"Serie 1",,17/10/15,"FOTO",44000,416,2074,,"#GreysAnatomy"
"Serie 1",,18/10/15,"VIDEO",15000,527,342,752000,"#GreysAnatomy"
"Serie 1",,19/10/15,"VIDEO",52000,1821,5475,1400000,"#TearsOfGreys #GreysAnatomy"
"Serie 1",,19/10/15,"LINK",9100,211,406,,"#GreysAnatomy"
"Serie 1",,20/10/15,"FOTO",18000,306,373,,"#GreysAnatomy"
"Serie 1",,20/10/15,"LINK",13000,301,449,,"#GreysAnatomy"
"Serie 1",,20/10/15,"VIDEO",29000,1992,2004,1600000,"#GreysAnatomy"
"Serie 1",,20/10/15,"FOTO",18000,216,234,,"#GreysAnatomy"
"Serie 1",,21/10/15,"VIDEO",38000,2139,2692,1500000,"#GreysAnatomy"
"Serie 1",,21/10/15,"FOTO",23000,366,441,,"#GreysAnatomy"
"Serie 1","5x12",22/10/15,"VIDEO",11000,458,824,438000,"#GreysAnatomy"
"Serie 1",,23/10/15,"FOTO",17000,328,394,,"#GreysAnatomy"
"Serie 1",,23/10/15,"FOTO",24000,506,466,,"#GreysAnatomy"
"Serie 1",,23/10/15,"FOTO",17000,901,573,,"#GreysAnatomy"
"Serie 1",,23/10/15,"FOTO",20000,305,813,,"#GreysAnatomy"
"Serie 1",,23/10/15,"FOTO",68000,1248,2075,,"#GreysAnatomy"
"Serie 1",,23/10/15,"VIDEO",12000,538,351,579000,"#GreysAnatomy"
"Serie 1",,24/10/15,"VIDEO",17000,1189,1200,729000,"#GreysAnatomy"
"Serie 1",,25/10/15,"VIDEO",20000,727,843,780000,"#GreysAnatomy"
"Serie 1",,26/10/15,"VIDEO",40000,2146,2624,1000000,"#GreysAnatomy"
"Serie 1",,26/10/15,"FOTO",190000,3803,1692,,"#GreysAnatomy"
"Serie 1",,27/10/15,"FOTO",21000,163,143,,"#GreysAnatomy"
"Serie 1",,28/10/15,"VIDEO",10000,226,173,657000,"#GreysAnatomy"
"Serie 1",,29/10/15,"FOTO",16000,1108,601,,"#TGIT #GreysAnatomy"
"Serie 1",,30/10/15,"LINK",5800,199,192,,"#GreysAnatomy"
"Serie 1",,31/10/15,"LINK",3500,130,88,,"#TGIT #GreysAnatomy"
"Serie 1",,01/11/15,"VIDEO",9000,318,403,670000,"#GreysAnatomy"
"Serie 1",,02/11/15,"FOTO",24000,429,781,,"#GreysAnatomy"
"Serie 1",,03/11/15,"VIDEO",14000,551,622,778000,"#GreysAnatomy"
"Serie 1",,04/11/15,"FOTO",8900,287,119,,"#GreysAnatomy"
"Serie 1",,04/11/15,"LINK",9100,272,245,,"#GreysAnatomy"
"Serie 1","6x12",05/11/15,"VIDEO",8500,267,453,365000,"#GreysAnatomy"
"Serie 1",,05/11/15,"VIDEO",11000,442,537,574000,"#GreysAnatomy"
"Serie 1",,06/11/15,"TESTO",9100,178,226,,
"Serie 1",,06/11/15,"FOTO",11000,173,338,,"#GreysAnatomy"
"Serie 1",,06/11/15,"FOTO",25000,320,329,,"#GreysAnatomy"
"Serie 1",,06/11/15,"FOTO",11000,151,300,,"#GreysAnatomy"
"Serie 1",,06/11/15,"VIDEO",15000,453,585,499000,"#GreysAnatomy"
"Serie 1",,07/11/15,"VIDEO",10000,585,622,502000,"#GreysAnatomy"
"Serie 1",,07/11/15,"FOTO",30000,197,2128,,"#GreysAnatomy"
"Serie 1",,08/11/15,"VIDEO",10000,135,238,410000,"#GreysAnatomy"
"Serie 1",,09/11/15,"VIDEO",8000,145,176,330000,"#GreysAnatomy"
"Serie 1",,10/11/15,"LINK",5600,98,164,,"#GreysAnatomy"
"Serie 1",,10/11/15,"FOTO",154000,3878,3288,,"#GreysAnatomy"
"Serie 1",,10/11/15,"LINK",1300,35,15,,"#GreysAnatomy"
"Serie 1",,10/11/15,"LINK",4500,137,151,,"#GreysAnatomy"
"Serie 1",,11/11/15,"LINK",35000,1045,2139,,"#GreysAnatomy"
"Serie 1",,11/11/15,"FOTO",23000,273,296,," #GreysAnatomy #TGIT"
"Serie 1","7x12",12/11/15,"VIDEO",13000,567,573,624000,"#GreysAnatomy"
"Serie 1",,12/11/15,"VIDEO",8000,327,402,405000,"#GreysAnatomy"
"Serie 1",,12/11/15,"LINK",5500,260,160,,"#GreysAnatomy"
"Serie 1",,13/11/15,"TESTO",11000,164,503,,"#GreysAnatomy"
"Serie 1",,13/11/15,"FOTO",10000,187,102,,"#GreysAnatomy"
"Serie 1",,13/11/15,"LINK",1500,102,1,,"#GreysAnatomy#TGITAwakens"
"Serie 1",,13/11/15,"VIDEO",7600,127,192,434000,"#GreysAnatomy"
"Serie 1",,13/11/15,"VIDEO",11000,597,484,607000,"#GreysAnatomy"
"Serie 1",,14/11/15,"VIDEO",5600,143,161,423000,"#GreysAnatomy"
"Serie 1",,14/11/15,"FOTO",31000,442,1138,,"#GreysAnatomy"
"Serie 1",,15/11/15,"VIDEO",12000,487,774,579000,"#GreysAnatomy"
"Serie 1",,16/11/15,"VIDEO",6700,150,175,405000,"#GreysAnatomy"
"Serie 1",,17/11/15,"VIDEO",4600,110,173,380000," #GreysAnatomy #TGIT"
"Serie 1",,17/11/15,"LINK",7300,391,278,,
"Serie 1",,17/11/15,"FOTO",54000,1516,604,,"#GreysAnatomy"
"Serie 1",,18/11/15,"LINK",6000,224,119,,"#GreysAnatomy"
"Serie 1",,18/11/15,"FOTO",23000,227,275,,"#GreysAnatomy"
"Serie 1","8x12",19/11/15,"VIDEO",11000,528,493,648000,
"Serie 1",,19/11/15,"VIDEO",7000,290,331,327000,"#GreysAnatomy"
"Serie 1",,19/11/15,"VIDEO",3200,80,106,206000,"#TGIT"
"Serie 1",,19/11/15,"VIDEO",4900,100,169,229000,"#GreysAnatomy"
"Serie 1",,20/11/15,"VIDEO",2700,129,172,391000," #GreysAnatomy #Scandal #HTGAWM #TGIT"
"Serie 1",,20/11/15,"FOTO",5200,72,82,,"#GreysAnatomy"
"Serie 1",,20/11/15,"FOTO",12000,282,95,,"#GreysAnatomy"
"Serie 1",,20/11/15,"VIDEO",9100,223,278,233000,"#GreysAnatomy"
"Serie 1",,20/11/15,"FOTO",24000,967,462,," #GreysAnatomy #Jolex"
"Serie 1",,20/11/15,"VIDEO",12000,785,623,452000,"#GreysAnatomy"
"Serie 1",,21/11/15,"LINK",5800,171,103,,"#GreysAnatomy"
"Serie 1",,22/11/15,"FOTO",12000,312,232,,"#GreysAnatomy"
"Serie 1",,24/11/15,"FOTO",39000,300,343,,"#GreysAnatomy"
"Serie 1",,26/11/15,"FOTO",245000,3213,4144,,"#GreysAnatomy"
"Serie 1",,27/11/15,"LINK",5300,93,97,,"#GreysAnatomy"
"Serie 1",,29/11/15,"FOTO",109000,843,476,,"#GreysAnatomy"
"Serie 1",,01/12/15,"FOTO",11000,139,94,,"#GreysAnatomy"
"Serie 1",,03/12/15,"LINK",5500,85,109,,"#GreysAnatomy"
"Serie 1",,06/12/15,"FOTO",47000,511,506,,"#GreysAnatomy"
"Serie 1",,09/12/15,"FOTO",17000,168,185,,"#GreysAnatomy"
"Serie 1",,09/12/15,"FOTO",4900,103,87,,
"Serie 1",,10/12/15,"LINK",6200,72,128,,"#GreysAnatomy"
"Serie 1",,12/12/15,"LINK",1800,61,128,,"#GreysAnatomy"
"Serie 1",,13/12/15,"FOTO",6900,85,90,,"#GreysAnatomy"
"Serie 1",,15/12/15,"FOTO",129000,1258,501,,"#GreysAnatomy"
"Serie 1",,15/12/15,"FOTO",45000,419,787,,"#GreysAnatomy"
"Serie 1",,18/12/15,"FOTO",34000,448,543,,"#TBT #GreysAnatomy"
"Serie 1",,19/12/15,"VIDEO",11000,311,828,272000,"#StarWars #TheForceAwakens"
"Serie 1",,20/12/15,"FOTO",26000,248,260,,"#GreysAnatomy"
"Serie 1",,22/12/15,"LINK",22000,1080,737,,"#GreysAnatomy"
"Serie 1",,24/12/15,"FOTO",10000,54,57,,"#GreysAnatomy"
"Serie 1",,25/12/15,"VIDEO",10000,187,638,127000,"#GreysAnatomy #TGIT"
"Serie 1",,26/12/15,"LINK",4200,64,98,,"#GreysAnatomy"
"Serie 1",,27/12/15,"LINK",12000,167,103,,"#GreysAnatomy"
"Serie 1",,29/12/15,"FOTO",42000,336,346,,"#GreysAnatomy"
"Serie 1",,30/12/15,"LINK",40000,350,456,,"#GreysAnatomy"
"Serie 1",,31/12/15,"GIF",32000,411,1408,,"#GreysAnatomy #hAPPYnEWyEAR"
"Serie 1",,01/01/16,"FOTO",37000,727,1339,,"#GreysAnatomy"
"Serie 1",,03/01/16,"LINK",31000,876,1018,,"#GreysAnatomy"
"Serie 1",,05/01/16,"FOTO",10000,87,146,,"#GreysAnatomy"
"Serie 1",,07/01/16,"FOTO",53000,794,1708,,"#EllenPompeo #GreysAnatomy #PCAs"
"Serie 1",,07/01/16,"LINK",38000,441,1183,,"#GreysAnatomy"
"Serie 1",,07/01/16,"LINK",37000,382,1069,,"#GreysAnatomy"
"Serie 1",,08/01/16,"VIDEO",16000,1875,2512,617000,"#GreysAnatomy #TGIT"
"Serie 1",,08/01/16,"FOTO",44000,373,518,,"#GreysAnatomy"
"Serie 1",,08/01/16,"LINK",16000,473,461,,"#GreysAnatomy"
"Serie 1",,09/01/16,"LINK",24000,515,,,"#GreysAnatomy #TCAs"
"Serie 1",,10/01/16,"LINK",10000,95,85,,"#GreysAnatomy"
"Serie 1",,12/01/16,"FOTO",8400,324,948,,"#GreysAnatomy #TGT"
"Serie 1",,12/01/16,"LINK",11000,286,222,,"#GreysAnatomy"
"Serie 1",,13/01/16,"GIF",13000,452,558,,"#GreysAnatomy #KissAGingerDay"
"Serie 1",,14/01/16,"LINK",21000,4095,4371,,"#GreysAnatomy"
"Serie 1",,15/01/16,"FOTO",4800,68,128,,"#shelfie #MagicOfStorytelling"
"Serie 1",,17/01/16,"FOTO",18000,274,251,,"#GreysAnatomy"
"Serie 1",,19/01/16,"FOTO",30000,279,253,,"#GreysAnatomy"
"Serie 1",,21/01/16,"VIDEO",56000,14167,20392,1100000,"#GreysAnatomy #MeredithStrong"
"Serie 1",,24/01/16,"LINK",6600,101,168,,"#GreysAnatomy"
"Serie 1",,24/01/16,"FOTO",20000,174,214,,"#GreysAnatomy"
"Serie 1",,27/01/16,"GIF",27000,174,507,,"#GreysAnatomy"
"Serie 1",,28/01/16,"VIDEO",13000,924,1350,274000,"#GreysAnatomy #MeredithStrong"
"Serie 1",,29/01/16,"FOTO",20000,1001,380,,"#GreysAnatomy"
"Serie 1",,30/01/16,"VIDEO",4800,67,113,146000,"#GreysAnatomy"
"Serie 1",,31/01/16,"GIF",9200,123,339,,"#GreysAnatomy #MeredithStrong"
"Serie 1",,01/02/16,"VIDEO",55000,9108,14141,1600000,"#GreysAnatomy #MeredithStrong"
"Serie 1",,02/02/16,"FOTO",7000,229,148,,"#GreysAnatomy"
"Serie 1",,03/02/16,"FOTO",18000,267,420,,"#GreysAnatomy"
"Serie 1",,03/02/16,"LINK",12000,584,878,,"#GreysAnatomy"
"Serie 1",,04/02/16,"VIDEO",39000,3574,5280,813000,"#GreysAnatomy"
"Serie 1",,04/02/16,"FOTO",140000,1029,3724,,"#GreysAnatomy #FriendsDay #tbt"
"Serie 1",,05/02/16,"VIDEO",10000,118,413,147000,"#GreysAnatomy #MeredithStrong"
"Serie 1",,06/02/16,"LINK",5300,31,152,,"#GreysAnatomy"
"Serie 1",,07/02/16,"LINK",1800,74,96,,"#TGIT"
"Serie 1",,07/02/16,"LINK",9100,133,334,,"#GreysAnatomy"
"Serie 1",,08/02/16,"LINK",18000,1209,1852,,"#GreysAnatomy"
"Serie 1",,08/02/16,"VIDEO",18000,730,1712,356000,"#GreysAnatomy #MeredithStrong"
"Serie 1",,09/02/16,"VIDEO",18000,1087,2076,354000,"#GreysAnatomy #MeredithStrong"
"Serie 1",,09/02/16,"LINK",8900,275,261,,"#Japril #GreysAnatomy"
"Serie 1",,09/02/16,"VIDEO",4900,114,436,102000,"#GreysAnatomy #MeredithStrong"
"Serie 1",,10/02/16,"VIDEO",18000,914,2177,314000,"#GreysAnatomy #MeredithStrong"
"Serie 1",,10/02/16,"VIDEO",21000,1897,3432,519000,"#GreysAnatomy #MeredithStrong"
"Serie 1","9x12",11/02/16,"VIDEO",18000,1187,4370,426000,"#GreysAnatomy #TGIT #MeredithStrong"
"Serie 1",,11/02/16,"VIDEO",12000,495,1895,283000,"#GreysAnatomy #TGIT"
"Serie 1",,11/02/16,"LINK",11000,301,,,"#TGIT #Scandal #GreysAnatomy"
"Serie 1",,11/02/16,"FOTO",3100,173,58,,"#TGIT"
"Serie 1",,11/02/16,"VIDEO",83000,120,438,83000,"#TGIT #GreysAnatomy"
"Serie 1",,11/02/16,"VIDEO",50000,17080,2210,3500000,"#TGIT #GreysAnatomy"
"Serie 1",,12/02/16,"LINK",983,17,,,"#TGIT #HTGAWM"
"Serie 1",,12/02/16,"TESTO",9200,249,1662,,"#GreysAnatomy"
"Serie 1",,12/02/16,"FOTO",21000,694,1161,,"#GreysAnatomy #MeredithStrong"
"Serie 1",,12/02/16,"FOTO",36000,1373,2078,," #GreysAnatomy #TearsOfGreys"
"Serie 1",,12/02/16,"FOTO",24000,892,797,," #GreysAnatomy #MeredithStrong"
"Serie 1",,12/02/16,"TESTO",41000,1027,10529,,"#GreysAnatomy"
"Serie 1",,12/02/16,"VIDEO",36000,2537,2510,1000000,"#GreysAnatomy #MeredithStrong"
"Serie 1",,12/02/16,"FOTO",13000,199,1164,,"#GreysAnatomy"
"Serie 1",,12/02/16,"LINK",4800,263,102,,"#TGIT #GreysAnatomy"
"Serie 1",,12/02/16,"VIDEO",41000,1129,2622,842000,"#GreysAnatomy"
"Serie 1",,12/02/16,"LINK",3700,43,68,,"#TGIT #GreysAnatomy"
"Serie 1",,12/02/16,"LINK",2900,69,41,,"#GreysAnatomy"
"Serie 1",,13/02/16,"LINK",5700,111,149,,"#GreysAnatomy"
"Serie 1",,13/02/16,"LINK",7400,114,279,,"#GreysAnatomy"
"Serie 1",,14/02/16,"LINK",62000,2151,3491,,"#GreysAnatomy"
"Serie 1",,14/02/16,"FOTO",26000,328,2698,,"#GreysAnatomy #ValentinesDay"
"Serie 1","10x12",15/02/16,"VIDEO",13000,233,481,177000,"#GreysAnatomy"
"Serie 1",,16/02/16,"LINK",74000,1144,1599,,"#GreysAnatomy"
"Serie 1",,16/02/16,"FOTO",6400,73,107,,"#GreysAnatomy"
"Serie 1",,17/02/16,"LINK",6600,122,177,,"#GreysAnatomy"
"Serie 1",,18/02/16,"VIDEO",14000,640,1110,437000,"#GreysAnatomy"
